Code,Lib_court,Libelle,Section,Special,TypeChapitre,Nomenclature,Origine,DEquip,DOES,DOIS,DR,REquip,ROES,ROIS,RR,RegrTotalise,Supprime,SupprimeDepuis
231757,Matériel et outillage techniques,Matériel et outillage techniques,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
23178,Autres immobilisations corporelles,Autres immobilisations corporelles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
231782,Matériel de transport,Matériel de transport,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
231783,Matériel informatique,Matériel informatique,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
231784,Matériel de bureau et mobilier,Matériel de bureau et mobilier,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
231785,Matériel de téléphonie,Matériel de téléphonie,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
231788,Autres,Autres,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
2318,Autres immo. corporelles en cours,Autres immobilisations corporelles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
23181,"Installations générales, agencements et","Installations générales, agencements et aménagements divers",,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
23182,Matériel de transport,Matériel de transport,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
23183,Matériel informatique,Matériel informatique,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
23184,Matériel de bureau et mobilier,Matériel de bureau et mobilier,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
23185,Matériel de téléphonie,Matériel de téléphonie,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
23188,Autres,Autres,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
232,Immobilisations incorporelles en cours,Immobilisations incorporelles en cours,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
235,Part investissement PPP,Part investissement P.P.P.,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
236,Avances aux EPLE / immo départementales,Avances versées aux EPLE sur immobilisations départementales,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
237,Avances commandes immo incorporelles,Avances versées sur commandes d'immobilisations incorporelles,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
238,Avances commandes immo corporelles,Avances versées sur commandes d'immobilisations corporelles,,,,M52-M52,Nature_Compte,1,040,041,23,1,040,041,23,,,
24,"Immobilisations affectées, concédées","Immobilisations affectées, concédées, affermées ou mises à disposition",,,,M52-M52,Nature_Compte,,,,,,,,,,,
241,Immo. mises en concession ou affermage,Mises en concession ou en affermage,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2411,Réseaux,Réseaux,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
2418,Autres mises en concession,Autres mises en concession,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
242,Immo. mises à dispo (transfert compétenc,Mises à disposition dans le cadre du transfert de compétences,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
243,Immo. mises en affectation régie (pmaf),Mises en affectation à une régie dotée de la personnalité morale et de l'autonomie financière,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
248,Autres immos mises en affectation,Autres mises en affectation,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
249,Droits du remettant,Droits du remettant,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2491,Mises en concession ou affermage,Mises en concession ou en affermage,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
2492,Mises à dispo. Transfert de compétence,Mises à disposition dans le cadre du transfert de compétences,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
2493,Immo. mises en affectation régie (pmaf),Mises en affectation à une régie dotée de la personnalité morale et de l'autonomie financière,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
2498,Autres mises en affectation,Autres mises en affectation,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
26,Participations et créances rattachées,Participations et créances rattachées à des participations,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
261,Titres de participation,Titres de participation,,,,M52-M52,Nature_Compte,0,040,041,26,0,040,041,26,,,
266,Autres formes de participation,Autres formes de participation,,,,M52-M52,Nature_Compte,0,040,041,26,0,040,041,26,,,
269,Versements à effectuer titre non libéré,Versements restant à effectuer sur titres de participation non libérés,,,,M52-M52,Nature_Compte,0,040,041,26,0,040,041,26,,,
27,Autres immobilisations financières,Autres immobilisations financières,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
271,Titres immobilisés (droits de propriété),Titres immobilisés (droits de propriété),,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
272,Titres immobilisés (droits de créance),Titres immobilisés (droits de créance),,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
273,Comptes de placement (long terme),Comptes de placement (long terme),,,,M52-M52,Nature_Compte,,,,,,,,,,,
2731,Comptes de placement rémunérés,Comptes de placement rémunérés,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2732,Fonds d'épargne forestière,Fonds d'épargne forestière,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
274,Prêts,Prêts,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2741,Prêts aux collectivités et aux groupemen,Prêts aux collectivités et aux groupements,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2743,Prêts au personnel,Prêts au personnel,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2744,Prêts d'honneur,Prêts d'honneur,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2748,Autres prêts,Autres prêts,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
275,Dépôts et cautionnements versés,Dépôts et cautionnements versés,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
276,Autres créances immobilisées,Autres créances immobilisées,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2761,Créances avances en garanties d'emprunt,Créances pour avances en garanties d'emprunt,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2762,Créances transf. droit déduction TVA,Créances sur transfert de droits à déduction de TVA,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2763,Créances sur collectivités et établ. pub,Créances sur des collectivités publiques,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
27631,Créance Etat et établissements nationaux,Etat et établissements nationaux,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
27632,Créance Régions,Régions,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
27633,Créance Départements,Départements,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
27634,Créance Communes,Communes et structures intercommunales,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
27635,Group. coll et coll. statut particulier,Autres groupements de collectivités et collectivités à statut particulier,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
27638,Créance Autres établissements publics,Autres établissements publics,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2764,"Créances/particuliers, pers. droit privé",Créances sur des particuliers et autres personnes de droit privé,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2766,Créances pour locations-acquisitions,Créances pour locations-acquisitions,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
2768,Intérêts courus,Intérêts courus,,,,M52-M52,Nature_Compte,,,,,,,,,,,
27682,Intérêts courus sur titres immobilisés,Intérêts courus sur titres immobilisés (droits de créance),,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
27684,Intérêts courus sur prêts,Intérêts courus sur prêts,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
27688,Intérêts courus sur créances diverses,Intérêts courus sur créances diverses,,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
279,Versements à effectuer sur titre non lib,Versements restant à effectuer sur titres immobilisés non libérés,,,,M52-M52,Nature_Compte,0,040,041,27,0,040,041,27,,,
28,Amortissement des immobilisations,Amortissements des immobilisations,,,,M52-M52,Nature_Compte,,,,,,,,,1,,
280,Amort. immobilisations incorporelles,Amortissements des immobilisations incorporelles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2802,Frais liés à la réalisation des document,"Frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme (COM)",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2803,"Frais d'études, recherche et dévelop.","Frais d'études, de recherche et de développement et frais d'insertion",,,,M52-M52,Nature_Compte,,,,,,,,,,,
28031,Frais d'études,Frais d'études,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28032,Frais de recherche et de développement,Frais de recherche et de développement,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28033,Frais d'insertion,Frais d'insertion,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804,Subventions d'équipement versées,Subventions d'équipement versées,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28041,Subv. équip. organismes publics,Subventions d'équipement aux organismes publics,,,,M52-M52,Nature_Compte,,,,,,,,,,,
280411,Subv. versées Etat,Etat,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804111,"Subv. Etat : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804112,"Subv. Etat : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804113,Subv. Etat : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804114,Voirie,Voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804115,Monuments historiques,Monuments historiques,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280412,Subv. versées Régions,Régions,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804121,"Subv.Régions : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804122,"Subv. Régions : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804123,Subv.Régions : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280413,Subv. versées Départements,Départements,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804131,"Subv. Dpt : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804132,"Subv. Dpt : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804133,Subv. Dpt : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280414,Subv. versées Communes,Communes et structures intercommunales,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804141,"Subv.Cne : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804142,"Subv.Cne : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804143,Subv.Cne : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280415,Group. coll et coll. statut particulier,Autres groupements de collectivités et collectivités à statut particulier,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804151,"Subv. Grpt : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804152,"Subv. Grpt : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804153,Subv. Grpt : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280416,Subv. versées SPIC,SPIC,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804161,"Subv. SPIC : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804162,"Subv. SPIC : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804163,Subv. SPIC : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280417,Subv. versées autres EPL,Autres établissements publics locaux,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804171,Subv. versées Caisse des écoles,Caisse des écoles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28041711,"CDE : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28041712,"CDE : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28041713,CDE : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804172,Subv. versées CCAS,CCAS,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28041721,"CCAS : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28041722,"CCAS : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28041723,CCAS : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804178,Subv. versées autres organismes,Autres EPL,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28041781,"Autres EPL: Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28041782,"Autres EPL: Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28041783,Autres EPL: Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280418,Subv. versées autres organismes publics,Organismes publics divers,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804181,"Autres org pub - Biens mob, mat, études","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804182,Autres org pub - Bât. et installations,Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804183,Autres org pub-Proj infrastruct int nat.,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28042,Subv. équip. personnes droit privé,Subvention d'équipement aux personnes de droit privé,,,,M52-M52,Nature_Compte,,,,,,,,,,,
280421,"Privé - Biens mob., matériel et études","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280422,Privé - Bâtiments et installations,Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280423,Privé : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28043,Subventions établissements scolaires,Subventions aux établissements scolaires pour leurs dépenses d'équipement,,,,M52-M52,Nature_Compte,,,,,,,,,,,
280431,"Subv.Scol : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280432,"Subv.Scol : Bâtiments, installations",Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280433,Subv.Scol : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28044,Subventions d'équipement en nature,Subventions d'équipement en nature,,,,M52-M52,Nature_Compte,,,,,,,,,,,
280441,Subv nature Organismes publics,Organismes publics,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804411,"Sub nat org pub - Biens mob, mat, études","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804412,Sub nat org pub - Bât. et installations,Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804413,Sub nat org pub-Proj infrastruct int nat,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
280442,Subv. nature Personnes de droit privé,Personnes de droit privé,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2804421,"Sub nat privé - Biens mob, mat, études","Biens mobiliers, matériel et études",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804422,Sub nat privé - Bât. et installations,Bâtiments et installations,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2804423,Sub nat privé - Proj infrastruct int nat,Projets d'infrastructures d'intérêt national,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2805,"Licences, logiciels, droits similaires","Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires",,,,M52-M52,Nature_Compte,0,,,,0,,,,,,
28051,Concessions et droits similaires,Concessions et droits similaires,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2808,Autres immobilisations incorporelles,Autres immobilisations incorporelles,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281,Amortissement immobilisations corporelle,Amortissements des immobilisations corporelles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2811,Terrains de gisement,Terrains de gisement,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2812,Agencements et aménagements de terrains,Agencements et aménagements de terrains,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28121,Plantations d'arbres et d'arbustes,Plantations d'arbres et d'arbustes,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28128,Autres aménagements de terrains,Autres agencements et aménagements de terrains,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2813,Constructions,Constructions,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28131,Bâtiments publics,Bâtiments publics,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281311,Bâtiments administratifs,Bâtiments administratifs,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281312,Bâtiments scolaires,Bâtiments scolaires,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281313,Bâtiments sociaux et médico-sociaux,Bâtiments sociaux et médico-sociaux,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281314,Bâtiments culturels et sportifs,Bâtiments culturels et sportifs,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281316,Equipements de cimetière,Equipements du cimetière,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281318,Autres bâtiments publics,Autres bâtiments publics,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28132,Immeubles de rapport,Bâtiments privés,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281321,Immeubles de rapport,Immeubles de rapport,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281328,Autres bâtiments privés,Autres bâtiments privés,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28135,"Installations générales, agencements, ..","Installations générales, agencements, aménagements des constructions",,,,M52-M52,Nature_Compte,,,,,,,,,,,
281351,Bâtiments publics,Bâtiments publics,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281352,Bâtiments privés,Bâtiments privés,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2814,Constructions sur sol d'autrui,Constructions sur sol d'autrui,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2815,"Installations tech., matériel, outil.","Installations techniques, matériel et outillage industriel",,,,M52-M52,Nature_Compte,,,,,,,,,,,
28151,Réseaux de voirie,Réseaux de voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28152,Installations de voirie,Installations de voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28153,Réseaux divers,Réseaux divers,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28157,Matériel et outillage techniques,Matériel et outillage techniques,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28158,"Autres inst.,matériel,outil. techniques","Autres installations, matériel et outillage techniques",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817,Immo. corporelles reçues mises à dispo.,Immobilisations reçues au titre d'une mise à disposition,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28171,Terrains gisement (m.à dispo),Terrains de gisement,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28172,Aménagements de terrains (m. à dispo),Agencements et aménagements de terrains,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281721,"Plant. arbres, arbustes (mise à dispo)",Plantation d'arbres et d'arbustes,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281728,Autres agencements (m. à dispo),Autres agencements et aménagements,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28173,Constructions (m. à dispo),Constructions,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281731,Bâtiments publics (m. à dispo),Bâtiments publics,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2817311,Bâtiments administratifs (m. à dispo),Bâtiments administratifs,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817312,Bâtiments scolaires (m. à dispo),Bâtiments scolaires,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817313,Bâtiments sociaux et médico-sociaux (mad,Bâtiments sociaux et médico-sociaux,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817314,Bâtiments culturels et sportifs (m. à di,Bâtiments culturels et sportifs,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817318,Autres bâtiments publics (m. à dispo),Autres bâtiments publics,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281735,Installations générales (m. à dispo),"Installations générales, agencements, aménagements des constructions",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281738,Autres constructions (m. à dispo),Autres constructions,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28174,Construction sol d'autrui (mise à dispo),Constructions sur sol d'autrui,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28175,"Instal., matériel et outil. (m. à dispo","Installations, matériel et outillage techniques",,,,M52-M52,Nature_Compte,,,,,,,,,,,
281751,Réseaux de voirie (m. à dispo),Réseaux de voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281752,Installations de voirie (m. à dispo),Installations de voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281753,Réseaux divers (m. à dispo),Réseaux divers,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281757,"Matériel, outillage technique (m. à disp",Matériel et outillage techniques,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281758,"Autres inst.,matériel,outil. techniques","Autres installations, matériel et outillage techniques",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28178,Autres immo. corporelles (m. à dispo),Autres immobilisations corporelles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281782,Matériel de transport (m. à dispo),Matériel de transport,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281783,Matériel bureau et info. (m. à dispo),Matériel informatique,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2817831,Matériel informatique scolaire (m. à dis,Matériel informatique scolaire,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817838,Autre matériel informatique (m. à dispo),Autre matériel informatique,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281784,"Matériel bureau, Mobilier (m. à dispo)",Matériel de bureau et mobilier,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2817841,Matériel de bureau et mobilier scolaires,Matériel de bureau et mobilier scolaires,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2817848,Autres matériels de bureau et mobiliers,Autres matériels de bureau et mobiliers,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281785,Matériel téléphonie (m. à dispo),Matériel de téléphonie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281788,Autres immo. corporelles (m. à dispo),Autres,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2818,Amort. autres immo. corporelles,Autres immobilisations corporelles,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28181,"Installations générales, aménagt divers","Installations générales, agencements, aménagements divers",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28182,Matériel de transport,Matériel de transport,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28183,Matériel informatique,Matériel informatique,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281831,Matériel informatique scolaire,Matériel informatique scolaire,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281838,Autre matériel informatique,Autre matériel informatique,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28184,Matériel de bureau et mobilier,Matériel de bureau et mobilier,,,,M52-M52,Nature_Compte,,,,,,,,,,,
281841,Matériel de bureau et mobilier scolaire,Matériel de bureau et mobilier scolaire,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
281848,Autres matériels de bureau et mobiliers,Autres matériels de bureau et mobiliers,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28185,Matériel de téléphonie,Matériel de téléphonie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28188,Autres immo. corporelles,Autres,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
282,Amort. immo. reçues en affectation,Amortissements des immobilisations reçues en affectation,,,,M52-M52,Nature_Compte,,,,,,,,,,,
2821,Terrains de gisement (affectation),Terrains de gisement,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2822,Aménagements de terrains (affectation),Agencements et aménagements de terrains,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28221,Plantations d'arbres et d'arbustes,Plantations d'arbres et d'arbustes,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28228,Autres aménagt terrains (affectation),Autres agencements et aménagements de terrains,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2823,Constructions (affectation),Constructions,,,,M52-M52,Nature_Compte,,,,,,,,,,,
28231,Bâtiments publics (affectation),Bâtiments publics,,,,M52-M52,Nature_Compte,,,,,,,,,,,
282311,Bâtiments administratifs (affectation),Bâtiments administratifs,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
282312,Bâtiments scolaires (affectation),Bâtiments scolaires,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
282313,Bâtiments sociaux et médico-sociaux,Bâtiments sociaux et médico-sociaux,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
282314,Bâtiments culturels et sportifs (affecta,Bâtiments culturels et sportifs,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
282318,Autres bâtiments publics (affectation),Autres bâtiments publics,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28232,Bâtiments privés (affectation),Bâtiments privés,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28235,Installations générales (affectation),"Installations générales, agencements, aménagements des constructions",,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2824,Construction sol d'autrui (affectation),Constructions sur sol d'autrui,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
2825,"Install., matériel, outillage (affect.)","Installations techniques, matériel et outillage industriel",,,,M52-M52,Nature_Compte,,,,,,,,,,,
28251,Réseaux de voirie,Réseaux de voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28252,Installations de voirie,Installations de voirie,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28253,Réseaux divers,Réseaux divers,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
28257,Matériel et outillage techniques,Matériel et outillage techniques,,,,M52-M52,Nature_Compte,0,040,,,0,040,,,,,
