Code,Lib_court,Libelle,Section,Special,TypeChapitre,Nomenclature,Origine,DEquip,DOES,DOIS,DR,REquip,ROES,ROIS,RR,RegrTotalise,Supprime,SupprimeDepuis
231782,Matériel de transport,Matériel de transport,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
231783,Matériel informatique,Matériel informatique,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
231784,Matériel de bureau et mobilier,Matériel de bureau et mobilier,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
231785,Matériel de téléphonie,Matériel de téléphonie,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
231788,Autres,Autres,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
2318,Autres immo. corporelles en cours,Autres immobilisations corporelles,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,,
23181,"Installations générales, agencements et","Installations générales, agencements et aménagements divers",,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
23182,Matériel de transport,Matériel de transport,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
23183,Matériel informatique,Matériel informatique,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
23184,Matériel de bureau et mobilier,Matériel de bureau et mobilier,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
23185,Matériel de téléphonie,Matériel de téléphonie,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
23188,Autres,Autres,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2018-11-16T14:00:00
232,Immobilisations incorporelles en cours,Immobilisations incorporelles en cours,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,1,2019-12-16T14:00:00
2324,Subventions d'équipements versées,Subventions d'équipements versées,,,,M57-M57,Nature_Compte,1,040,041,204,1,040,041,204,,,
2328,Autres immobilisations incorporelles,Autres immobilisations incorporelles,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,,
235,Part investissement PPP,Part investissement P.P.P.,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,,
236,Avances aux EPLE sur immobilisations,Avances versées aux EPLE sur immobilisations,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,,
237,Avances commandes immo incorporelles,Avances versées sur commandes d'immobilisations incorporelles,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,,
238,Avances commandes immo corporelles,Avances versées sur commandes d'immobilisations corporelles,,,,M57-M57,Nature_Compte,1,040,041,23,1,040,041,23,,,
24,"Immobilisations affectées, concédées","Immobilisations affectées, concédées, affermées ou mises à disposition",,,,M57-M57,Nature_Compte,,,,,,,,,,,
241,Immo. mises en concession ou affermage,Mises en concession ou en affermage,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2411,Réseaux,Réseaux,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2418,Autres mises en concession,Autres mises en concession,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
242,Immo. mises à dispo transfert compétence,Immobilisations mises à disposition dans le cadre du transfert de compétences,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2421,Immo. mises à dispo de la CT,de la collectivité territoriale,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2423,Immo. mises à dispo EPCI,d'établissements publics de coopération intercommunale,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2424,Immo. mises à dispo SDIS,des services départementaux d'incendie et de secours,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2428,Immo. mises à dispo Autres,Autres,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
243,Immo. mises en affectation régie (pmaf),Mises en affectation à une régie dotée de la personnalité morale et de l'autonomie financière,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
244,Immo. mises en affectation CCAS,Immobilisations mises en affectation à un centre communal d'action sociale,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
245,Immo. mises en affectation CDE, Immobilisations mises en affectation à une caisse des écoles,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
246,Immo. mises en affectation EPCI,"Mises en affectation à un établissement public de coopération intercommunale, une entente ou un syndicat mixte",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
248,Autres immos mises en affectation,Autres mises en affectation,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
249,Droits du remettant,Droits du remettant,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2491,Mises en concession ou affermage,Mises en concession ou en affermage,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2492,Mises à dispo. Transfert de compétence,Mises à disposition dans le cadre du transfert de compétences,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2493,Immo. mises en affectation régie (pmaf),Mises en affectation à une régie dotée de la personnalité morale et de l'autonomie financière,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2494,Immo. mises en affectation CCAS,Immobilisations mises en affectation à un centre communal d'action sociale,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2495,Immo. mises en affectation CDE, Immobilisations mises en affectation à une caisse des écoles,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2496,Immo. mises en affectation EPCI,"Mises en affectation à un établissement public de coopération intercommunale, une entente ou un syndicat mixte",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2498,Autres mises en affectation,Autres mises en affectation,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
26,Participations et créances rattachées,Participations et créances rattachées à des participations,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
261,Titres de participation,Titres de participation,,,,M57-M57,Nature_Compte,0,040,041,26,0,040,041,26,,,
266,Autres formes de participation,Autres formes de participation,,,,M57-M57,Nature_Compte,0,040,041,26,0,040,041,26,,,
269,Versements à effectuer titre non libéré,Versements restant à effectuer sur titres de participation non libérés,,,,M57-M57,Nature_Compte,0,040,041,26,0,040,041,26,,,
27,Autres immobilisations financières,Autres immobilisations financières,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
271,Titres immobilisés (droits de propriété),Titres immobilisés (droits de propriété),,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
272,Titres immobilisés (droits de créance),Titres immobilisés (droits de créance),,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
273,Comptes de placement (long terme),Comptes de placement (long terme),,,,M57-M57,Nature_Compte,,,,,,,,,,,
2731,Comptes de placement rémunérés,Comptes de placement rémunérés,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2732,Fonds d'épargne forestière,Fonds d'épargne forestière,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
274,Prêts,Prêts,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2741,Prêts aux collectivités et groupements,Prêts aux collectivités et aux groupements,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2743,Prêts au personnel,Prêts au personnel,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2744,Prêts d'honneur,Prêts d'honneur,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2745,Avances remboursables,Avances remboursables,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2748,Autres prêts,Autres prêts,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
275,Dépôts et cautionnements versés,Dépôts et cautionnements versés,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
276,Autres créances immobilisées,Autres créances immobilisées,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2761,Créances avances en garanties d'emprunt,Créances pour avances en garanties d'emprunt,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2762,Créances transf. droit déduction TVA,Créances sur transfert de droits à déduction de TVA,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2763,Créances sur collectivités et établ. pub,Créances sur des collectivités publiques,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
27631,Créance Etat et établissements nationaux,Etat et établissements nationaux,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
27632,Créance Régions,Régions,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
27633,Créance Départements,Départements,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
27634,Créance Communes,Communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
276341,Créance Communes membres du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
276348,Créance Autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
27635,Group. coll et coll. statut particulier,Groupements de collectivités et collectivités à statut particulier,,,,M57-M57,Nature_Compte,,,,,,,,,,,
276351,Créance GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
276358,Créance Autres groupements,Autres groupements,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
27636,Créance CCAS et caisse des écoles,CCAS et caisse des écoles,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
27638,Créance Autres établissements publics,Autres établissements publics,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2764,"Créances/particuliers, pers. droit privé",Créances sur des particuliers et autres personnes de droit privé,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2766,Créances pour locations-acquisitions,Créances pour locations-acquisitions,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
2768,Intérêts courus,Intérêts courus,,,,M57-M57,Nature_Compte,,,,,,,,,,,
27682,Intérêts courus sur titres immobilisés,Intérêts courus sur titres immobilisés (droits de créance),,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
27684,Intérêts courus sur prêts,Intérêts courus sur prêts,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
27688,Intérêts courus sur créances diverses,Intérêts courus sur créances diverses,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
279,Versements à effectuer sur titre non lib,Versements restant à effectuer sur titres immobilisés non libérés,,,,M57-M57,Nature_Compte,0,040,041,27,0,040,041,27,,,
28,Amortissement des immobilisations,Amortissements des immobilisations,,,,M57-M57,Nature_Compte,,,,,,,,,1,,
280,Amort. immobilisations incorporelles,Amortissements des immobilisations incorporelles,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2802,Frais liés à la réalisation de document,"Frais d'études, d'élaboration, de modifications et de révisions des documents d'urbanisme",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2803,"Frais d'études, recherche et dévelop.","Frais d'études, de recherche et de développement et frais d'insertion",,,,M57-M57,Nature_Compte,,,,,,,,,,,
28031,Frais d'études,Frais d'études,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28032,Frais de recherche et de développement,Frais de recherche et de développement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28033,Frais d'insertion,Frais d'insertion,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804,Subventions d'équipement versées,Subventions d'équipement versées,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041,Subv. équip. organismes publics,Subventions d'équipement aux organismes publics,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280411,Subv. versées Etat,Etat,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804111,"Subv. Etat : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804112,"Subv. Etat : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804113,Subv. Etat : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804114,Voirie,Voirie,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804115,Monuments historiques,Monuments historiques,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280412,Subv. versées Régions,Régions,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804121,"Subv.Régions : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804122,"Subv. Régions : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804123,Subv.Régions : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280413,Subv. versées Départements,Départements,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804131,"Subv. Dpt : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804132,"Subv. Dpt : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804133,Subv. Dpt : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280414,Subv. versées Communes,Communes,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804141,Subv. versées Communes membres du GFP,Communes membres du GFP,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041411,"Subv.Cne GFP : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041412,"Subv.Cne GFP : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041413,Subv.Cne GFP : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804148,Subv. versées autres communes,Autres communes,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
28041481,"Subv.Autres cnes:Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041482,"Subv.Autres cnes:Bâtiments,installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041483,Subv.Autres cnes:Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415,Group. coll et coll. statut particulier,"Groupements de collectivités, EPL et collectivités à statut particulier",,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
2804151,Subv. versées GFP de rattachement,GFP de rattachement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041511,"Subv. Grpt : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041512,"Subv. Grpt : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041513,Subv. Grpt : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804153,Subv. versées EPL et services rat.,EPL et services rattachés,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041531,Subv. versées Caisse des écoles,Caisse des écoles,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280415311,"CDE : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415312,"CDE : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415313,CDE : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041532,Subv. versées CCAS,CCAS,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280415321,"CCAS : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415322,"CCAS : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415323,CCAS : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041533,Subv. versées établ. administratif,A caractère administratif,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280415331,"ADM : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415332,"ADM : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415333,ADM : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041534,Subv. versées établ. indus. et commerc.,A caractère industriel et commercial,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280415341,"IC : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415342,"IC : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280415343,IC : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804158,"Autres group., coll. statut particulier",Autres groupements et collectivités à statut particulier,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041581,"Autres grpts-Biens mob., mat. et études","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041582,Autres grpts - Bâtiments et installat°,Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041583,Autres grpts-Proj infrastruct Int nation,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280417,Subv. Versées Organismes de transport,Organismes de transport,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804171,Subv. Versées SNCF,SNCF,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041711,"Subv. SNCF : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041712,"Subv. SNCF : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041713,Subv. SNCF : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804172,Subv. Versées SNCF Réseau,SNCF Réseau,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041721,"SNCF Réseau : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041722,"SNCF Réseau : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041723,SNCF Réseau : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804178,Subv. Versées autres organismes,Autres,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28041781,"Subv. Autres : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041782,"Subv. Autres : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28041783,Subv. Autres : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280418,Subv. versées autres organismes publics,Organismes publics divers,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804181,"Autres org pub - Biens mob, mat, études","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804182,Autres org pub - Bât. et installations,Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804183,Autres org pub-Proj infrastruct int nat.,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28042,Subv. équip. personnes droit privé,Subvention d'équipement aux personnes de droit privé,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280421,"Privé - Biens mob., matériel et études","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280422,Privé - Bâtiments et installations,Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280423,Privé : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28043,Subventions établissements scolaires,Subventions aux établissements scolaires pour leurs dépenses d'équipement,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280431,"Subv.Scol : Bien mobilier, matériel","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280432,"Subv.Scol : Bâtiments, installations",Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280433,Subv.Scol : Projet infrastructure,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28044,Subventions d'équipement en nature,Subventions d'équipement en nature,,,,M57-M57,Nature_Compte,,,,,,,,,,,
280441,Subv nature Organismes publics,Organismes publics,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804411,"Sub nat org pub - Biens mob, mat, études","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804412,Sub nat org pub - Bât. et installations,Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804413,Sub nat org pub-Proj infrastruct int nat,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
280442,Subv. nature Personnes de droit privé,Personnes de droit privé,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2804421,"Sub nat privé - Biens mob, mat, études","Biens mobiliers, matériel et études",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804422,Sub nat privé - Bât. et installations,Bâtiments et installations,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2804423,Sub nat privé - Proj infrastruct int nat,Projets d'infrastructures d'intérêt national,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28045,Subv. d'équipement versées aux tiers,Subventions d'équipement versées aux tiers (fonds européens),,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28046,Attributions compensation investissement,Attributions de compensation d'investissement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2805,"Licences, logiciels, droits similaires","Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires",,,,M57-M57,Nature_Compte,,,,,,,,,,,
28051,Concessions et droits similaires,Concessions et droits similaires,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2808,Autres immobilisations incorporelles,Autres immobilisations incorporelles,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
28087,Immo incorp. reçues / mise à diposition,Immobilisations incorporelles reçues au titre d'une mise à disposition,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28088,Autres immobilisations incorporelles,Autres immobilisations incorporelles,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281,Amortissement immobilisations corporelle,Amortissements des immobilisations corporelles,,,,M57-M57,Nature_Compte,,,,,,,,,,,
2811,Terrains de gisement,Terrains de gisement,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2812,Agencements et aménagements de terrains,Agencements et aménagements de terrains,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28121,Plantations d'arbres et d'arbustes,Plantations d'arbres et d'arbustes,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28128,Autres aménagements de terrains,Autres agencements et aménagements de terrains,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2813,Constructions,Constructions,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28131,Bâtiments publics,Bâtiments publics,,,,M57-M57,Nature_Compte,,,,,,,,,,,
281311,Bâtiments administratifs,Bâtiments administratifs,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281312,Bâtiments scolaires,Bâtiments scolaires,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281313,Bâtiments sociaux et médico-sociaux,Bâtiments sociaux et médico-sociaux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281314,Bâtiments culturels et sportifs,Bâtiments culturels et sportifs,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281316,Equipements de cimetière,Equipements du cimetière,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281318,Autres bâtiments publics,Autres bâtiments publics,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28132,Bâtiments privés,Bâtiments privés,,,,M57-M57,Nature_Compte,0,,,,0,,,,,,
281321,Immeubles de rapport,Immeubles de rapport,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281328,Autres bâtiments privés,Autres bâtiments privés,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28135,"Installations générales, agencements, ..","Installations générales, agencements, aménagements des constructions",,,,M57-M57,Nature_Compte,,,,,,,,,,,
281351,Bâtiments publics,Bâtiments publics,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281352,Bâtiments privés,Bâtiments privés,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28138,Autres constructions,Autres constructions,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2814,Constructions sur sol d'autrui,Constructions sur sol d'autrui,,,,M57-M57,Nature_Compte,,,,,,,,,,,
28141,Construct° sol autrui - Bâtiments public,Constructions sur sol d'autrui - Bâtiments publics,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28142,Construct° sol autrui - Immeuble rapport,Constructions sur sol d'autrui - Immeubles de rapport,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28143,Constr. sol autrui-Droit de superficie,Construction sur sol d'autrui - Droit de superficie,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28145,Construct° sol autrui - Installat° géné.,"Constructions sur sol d'autrui - Installation générales, agencements, aménagements",,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28148,Construct° sol autrui - Autres construct,Constructions sur sol d'autrui - Autres constructions,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
2815,"Installations, matériel, outil. tech.","Installations, matériel et outillage techniques",,,,M57-M57,Nature_Compte,,,,,,,,,,,
28151,Réseaux de voirie,Réseaux de voirie,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28152,Installations de voirie,Installations de voirie,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28153,Réseaux divers,Réseaux divers,,,,M57-M57,Nature_Compte,,,,,,,,,,,
281533,Réseaux câblés,Réseaux câblés,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281534,Réseaux d'électrification,Réseaux d'électrification,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281538,Autres réseaux,Autres réseaux,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28154,Voies navigables,Voies navigables,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28156,"Matériel et outillage incendie, déf. civ",Matériel et outillage d'incendie et de défense civile,,,,M57-M57,Nature_Compte,,,,,,,,,,,
281561,Matériel roulant,Matériel roulant,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281568,"Autre matériel, outillage incendie",Autre matériel et outillage d'incendie et de défense civile,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
28157,Matériel et outillage technique,Matériel et outillage technique,,,,M57-M57,Nature_Compte,,,,,,,,,,,
281571,Matériel ferroviaire,Matériel ferroviaire,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
281572,Matériel technique scolaire,Matériel technique scolaire,,,,M57-M57,Nature_Compte,0,040,,,0,040,,,,,
