Code,DEquip,DOES,DOIS,DR,Lib_court,Libelle,Origine,REquip,ROES,ROIS,RR,RegrTotalise,Section,Special,Supprime,SupprimeDepuis,TypeChapitre,Nomenclature
291314,,,,,Dépréc. bâtiments culturels et sportifs,Bâtiments culturels et sportifs,Nature_Compte,,,,,,,,,,,M57-M57
2913141,0,,,,Dépréc. bâtiments culturels et sportifs,Bâtiments culturels et sportifs,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913142,0,040,,,Dépréc. bâtiments culturels et sportifs,Bâtiments culturels et sportifs,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291316,,,,,Dépréciation équipements du cimetière,Equipements du cimetière,Nature_Compte,,,,,,,,,,,M57-M57
2913161,0,,,,Dépréciation équipements du cimetière,Equipements du cimetière,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913162,0,040,,,Dépréciation équipements du cimetière,Equipements du cimetière,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291318,,,,,Dépréciation autres bâtiments publics,Autres bâtiments publics,Nature_Compte,,,,,,,,,,,M57-M57
2913181,0,,,,Dépréciation autres bâtiments publics,Autres bâtiments publics,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913182,0,040,,,Dépréciation autres bâtiments publics,Autres bâtiments publics,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29132,0,040,,,Construction (budgétaire),Construction (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291321,,,,,Dépréciation immeubles de rapport,Immeubles de rapport,Nature_Compte,,,,,,,,,,,M57-M57
2913211,0,,,,Dépréciation immeubles de rapport,Immeubles de rapport,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913212,0,040,,,Dépréciation immeubles de rapport,Immeubles de rapport,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291328,,,,,Dépréciation autres bâtiments privés,Autres bâtiments privés,Nature_Compte,,,,,,,,,,,M57-M57
2913281,0,,,,Dépréciation autres bâtiments privés,Autres bâtiments privés,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913282,0,040,,,Dépréciation autres bâtiments privés,Autres bâtiments privés,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29135,,,,,"Dépréc. install.,agenc.,aménag. constr.","Installations générales, agencements, aménagements des constructions",Nature_Compte,,,,,,,,,,,M57-M57
291351,,,,,Dépréciation bâtiments publics,Bâtiments publics,Nature_Compte,,,,,,,,,,,M57-M57
2913511,0,,,,Dépréciation bâtiments publics,Bâtiments publics,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913512,0,040,,,Dépréciation bâtiments publics,Bâtiments publics,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291352,,,,,Dépréciation bâtiments privés,Bâtiments privés,Nature_Compte,,,,,,,,,,,M57-M57
2913521,0,,,,Dépréciation bâtiments privés,Bâtiments privés,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2913522,0,040,,,Dépréciation bâtiments privés,Bâtiments privés,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29138,,,,,Dépréciation autres constructions,Autres constructions,Nature_Compte,,,,,,,,,,,M57-M57
291381,0,,,,Dépréciation autres constructions,Autres constructions,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291382,0,040,,,Dépréciation autres constructions,Autres constructions,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2914,,,,,Dépréciation construct° sol d'autrui,Constructions sur sol d'autrui,Nature_Compte,,,,,,,,,,,M57-M57
29141,0,,,,Dépréc.constr.sol autrui(non budgétaire),Constructions sur sol d'autrui (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
291411,0,,,,Dépréc.constr.sol autrui-Bât.publics,Constructions sur sol d'autrui - Bâtiments publics,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291412,0,040,,,Dépréc.constr.sol autrui-Bât.publics,Constructions sur sol d'autrui - Bâtiments publics,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29142,0,040,,,Dépréc.constr.sol autrui(budgétaire),Constructions sur sol d'autrui (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291421,0,,,,Dépréc.constr.sol autrui-Imm. de rapport,Constructions sur sol d'autrui - Immeubles de rapport,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291422,0,040,,,Dépréc.constr.sol autrui-Imm. de rapport,Constructions sur sol d'autrui - Immeubles de rapport,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29143,,,,,Dépr.constr.sol autrui-Droit superficie,Constructions sur sol d'autrui - Droit de superficie,Nature_Compte,,,,,,,,,,,M57-M57
291431,0,,,,Dépr.constr.sol autrui-Droit superficie,Constructions sur sol d'autrui - Droit de superficie,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291432,0,040,,,Dépr.constr.sol autrui-Droit superficie,Constructions sur sol d'autrui - Droit de superficie,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29145,,,,,Dép.constr.sol autrui-Install.générales,"Constructions sur sol d'autrui - Installations générales, agencements, aménagements",Nature_Compte,,,,,,,,,,,M57-M57
291451,0,,,,Dép.constr.sol autrui-Install.générales,"Constructions sur sol d'autrui - Installations générales, agencements, aménagements",Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291452,0,040,,,Dép.constr.sol autrui-Install.générales,"Constructions sur sol d'autrui - Installations générales, agencements, aménagements",Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29148,,,,,Dép.constr.sol autrui-Autres constr.,Constructions sur sol d'autrui - Autres constructions,Nature_Compte,,,,,,,,,,,M57-M57
291481,0,,,,Dép.constr.sol autrui-Autres constr.,Constructions sur sol d'autrui - Autres constructions,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291482,0,040,,,Dép.constr.sol autrui-Autres constr.,Constructions sur sol d'autrui - Autres constructions,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915,,,,,"Dépréciat° Installat°, matériel tech","Installations, matériel et outillage techniques",Nature_Compte,,,,,,,,,,,M57-M57
29151,,,,,Dépréciation réseaux de voirie,Réseaux de voirie,Nature_Compte,,,,,,,,,,,M57-M57
291511,0,,,,Dépréciation réseaux de voirie,Réseaux de voirie,Nature_Compte,0,,,,,,,,,,M57-M57
291512,0,040,,,Dépréciation réseaux de voirie,Réseaux de voirie,Nature_Compte,0,040,,,,,,,,,M57-M57
29152,,,,,Dépréciation installations de voirie,Installations de voirie,Nature_Compte,,,,,,,,,,,M57-M57
291521,0,,,,Dépréciation installations de voirie,Installations de voirie,Nature_Compte,0,,,,,,,,,,M57-M57
291522,0,040,,,Dépréciation installations de voirie,Installations de voirie,Nature_Compte,0,040,,,,,,,,,M57-M57
29153,,,,,Dépréciation réseaux divers,Réseaux divers,Nature_Compte,,,,,,,,,,,M57-M57
291531,0,,,,Réseaux divers (non budgétaire),Réseaux divers (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
291532,0,040,,,Réseaux divers (budgétaire),Réseaux divers (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291533,,,,,Dépréciation réseaux câblés,Réseaux câblés,Nature_Compte,,,,,,,,,,,M57-M57
2915331,0,,,,Dépréciation réseaux câblés,Réseaux câblés,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915332,0,040,,,Dépréciation réseaux câblés,Réseaux câblés,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291534,,,,,Dépréciation réseaux d'électrification,Réseaux d'électrification,Nature_Compte,,,,,,,,,,,M57-M57
2915341,0,,,,Dépréciation réseaux d'électrification,Réseaux d'électrification,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915342,0,040,,,Dépréciation réseaux d'électrification,Réseaux d'électrification,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291538,,,,,Dépréciation autres réseaux,Autres réseaux,Nature_Compte,,,,,,,,,,,M57-M57
2915381,0,,,,Dépréciation autres réseaux,Autres réseaux,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915382,0,040,,,Dépréciation autres réseaux,Autres réseaux,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29154,,,,,Dépréciation voies navigables,Voies navigables,Nature_Compte,,,,,,,,,,,M57-M57
291541,0,,,,Dépréciation voies navigables (NB),Voies navigables (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
291542,0,040,,,Dépréciation voies navigables (B),Voies navigables (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
29156,,,,,Dépréciation matériel outil. incendie,Matériel et outillage d'incendie et de défense civile,Nature_Compte,,,,,,,,,,,M57-M57
291561,0,,,,Dépréciat° matériel outil. incendie(NB),Matériel et outillage d'incendie et de défense civile (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2915611,0,,,,Dépréciation matériel roulant,Matériel roulant,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915612,0,040,,,Dépréciation matériel roulant,Matériel roulant,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291562,0,040,,,Dépréciat° matériel outil. incendie(B),Matériel et outillage d'incendie et de défense civile (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291568,,,,,Dépréc. autre matériel outil. incendie,Autre matériel et outillage d'incendie et de défense civile,Nature_Compte,,,,,,,,,,,M57-M57
2915681,0,,,,Dépréc. autre matériel outil. incendie,Autre matériel et outillage d'incendie et de défense civile,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915682,0,040,,,Dépréc. autre matériel outil. incendie,Autre matériel et outillage d'incendie et de défense civile,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29157,,,,,Dépréciat° matériel et outillage tech,Matériel et outillage technique,Nature_Compte,,,,,,,,,,,M57-M57
291571,0,,,,Matériel et outillage technique(NB),Matériel et outillage technique (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2915711,0,,,,Dépréciat° matériel ferroviaire,Matériel ferroviaire,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915712,0,040,,,Dépréciat° matériel ferroviaire,Matériel ferroviaire,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291572,0,040,,,Matériel et outillage technique (B),Matériel et outillage technique (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
2915721,0,,,,Dépréciat° matériel technique scolaire,Matériel technique scolaire,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915722,0,040,,,Dépréciat° matériel technique scolaire,Matériel technique scolaire,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291573,,,,,Dépréc. matériel et outillage de voirie,Matériel et outillage de voirie,Nature_Compte,,,,,,,,,,,M57-M57
2915731,,,,,Dépréciation matériel roulant,Matériel roulant,Nature_Compte,,,,,,,,,,,M57-M57
29157311,0,,,,Dépréciation matériel roulant,Matériel roulant,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29157312,0,040,,,Dépréciation matériel roulant,Matériel roulant,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915738,,,,,"Dépréc. autre matériel,outillage voirie",Autre matériel et outillage de voirie,Nature_Compte,,,,,,,,,,,M57-M57
29157381,0,,,,"Dépréc. autre matériel,outillage voirie",Autre matériel et outillage de voirie,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29157382,0,040,,,"Dépréc. autre matériel,outillage voirie",Autre matériel et outillage de voirie,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291578,,,,,Dépréciat° Autre matériel technique,Autre matériel technique,Nature_Compte,,,,,,,,,,,M57-M57
2915781,0,,,,Dépréciat° Autre matériel technique,Autre matériel technique,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2915782,0,040,,,Dépréciat° Autre matériel technique,Autre matériel technique,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29158,0,,,,"Autres inst.,matériel,outil. techniques","Autres installations, matériel et outillage techniques",Nature_Compte,0,,,,,,,,,,M57-M57
291581,0,,,,"Autres inst.,matériel,outil. techniques","Autres installations, matériel et outillage techniques",Nature_Compte,0,,,,,,,,,,M57-M57
291582,0,040,,,"Autres inst.,matériel,outil. techniques","Autres installations, matériel et outillage techniques",Nature_Compte,0,040,,,,,,,,,M57-M57
2916,,,,,Dépréciat° Collections et oeuvres d'art,Collections et oeuvres d'art,Nature_Compte,,,,,,,,,,,M57-M57
29161,0,,,,Dépréciat° Collect° et oeuvres d'art(NB),Collections et oeuvres d'art (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
291611,0,,,,Dépréciation oeuvres et objets d'art,Oeuvres et objets d'art,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291612,0,040,,,Dépréciation oeuvres et objets d'art,Oeuvres et objets d'art,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29162,0,040,,,Dépréciat° Collect° et oeuvres d'art(B),Collections et oeuvres d'art (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291621,0,,,,"Dépréc.fonds anciens bibliothèque, musée",Fonds anciens des bibliothèques et musées,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291622,0,040,,,"Dépréc.fonds anciens bibliothèque, musée",Fonds anciens des bibliothèques et musées,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29168,,,,,"Dépréc. autres collections,oeuvres d'art",Autres collections et ouvres d'art,Nature_Compte,,,,,,,,,,,M57-M57
291681,0,,,,"Dépréc. autres collections,oeuvres d'art",Autres collections et ouvres d'art,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
291682,0,040,,,"Dépréc. autres collections,oeuvres d'art",Autres collections et ouvres d'art,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917,,,,,Dépréciat° Immos reçues (m. à dispo),Immobilisations reçues au titre d'une mise à disposition,Nature_Compte,,,,,,,,,,,M57-M57
29171,,,,,Dépréciat° Terrains (m. à dispo),Terrains,Nature_Compte,,,,,,,,,,,M57-M57
291711,0,,,,Dépréciat° terrains (non budgétaire),Terrains (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917111,0,,,,Dépréciation terrains nus (mad),Terrains nus,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917112,0,040,,,Dépréciation terrains nus (mad),Terrains nus,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291712,0,040,,,Dépréciation terrains (budgétaire),Terrains (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
2917121,0,,,,Dépréciation terrains de voirie (mad),Terrains de voirie,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917122,0,040,,,Dépréciation terrains de voirie (mad),Terrains de voirie,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291713,,,,,Dépréc.terrain aménagé sauf voirie (mad),Terrains aménagés autre que voirie,Nature_Compte,,,,,,,,,,,M57-M57
2917131,0,,,,Dépréc.terrain aménagé sauf voirie (mad),Terrains de voirie,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917132,0,040,,,Dépréc.terrain aménagé sauf voirie (mad),Terrains de voirie,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291714,,,,,Dépréciations terrains de gisement (mad),Terrains de gisement,Nature_Compte,,,,,,,,,,,M57-M57
2917141,0,,,,Dépréciations terrains de gisement (mad),Terrains de voirie,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917142,0,040,,,Dépréciations terrains de gisement (mad),Terrains de voirie,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291715,,,,,Dépréciations terrains bâtis (mad),Terrains bâtis,Nature_Compte,,,,,,,,,,,M57-M57
2917151,0,,,,Dépréciations terrains bâtis (mad),Terrains bâtis,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917152,0,040,,,Dépréciations terrains bâtis (mad),Terrains bâtis,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291718,,,,,Dépréciations autres terrains (mad),Autres terrains,Nature_Compte,,,,,,,,,,,M57-M57
2917181,0,,,,Dépréciations autres terrains (mad),Autres terrains,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917182,0,040,,,Dépréciations autres terrains (mad),Autres terrains,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29172,,,,,Dépréc. aménagt terrains (m. à dispo),Agencements et aménagements de terrains,Nature_Compte,,,,,,,,,,,M57-M57
291721,0,,,,Dépréc. aménagt terrains(non budgétaire),Agencements et aménagements de terrains (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917211,0,,,,Dépréc. Plantat° d'arbres (m. à dispo),Plantations d'arbres et arbustes,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917212,0,040,,,Dépréc. Plantat° d'arbres (m. à dispo),Plantations d'arbres et arbustes,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291722,0,040,,,Dépréc. aménagt terrains(budgétaire),Agencements et aménagements de terrains (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291728,,,,,Dépréc. Autres aménagements (m. à dispo),Autres agencements et aménagements,Nature_Compte,,,,,,,,,,,M57-M57
2917281,0,,,,Dépréc. Autres aménagements (m. à dispo),Autres agencements et aménagements,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917282,0,040,,,Dépréc. Autres aménagements (m. à dispo),Autres agencements et aménagements,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173,,,,,Dépréciat° Constructions (m. à dispo),Constructions,Nature_Compte,,,,,,,,,,,M57-M57
291731,0,,,,Dépréciat° Constructions(non budgétaire),Constructions (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917311,,,,,Dépréc. bâtiments administratifs (mad),Bâtiments administratifs,Nature_Compte,,,,,,,,,,,M57-M57
29173111,0,,,,Dépréc. bâtiments administratifs (mad),Bâtiments administratifs,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173112,0,040,,,Dépréc. bâtiments administratifs (mad),Bâtiments administratifs,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917312,,,,,Dépréc. bâtiments scolaires (mad),Bâtiments scolaires,Nature_Compte,,,,,,,,,,,M57-M57
29173121,0,,,,Dépréc. bâtiments scolaires (mad),Bâtiments scolaires,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173122,0,040,,,Dépréc. bâtiments scolaires (mad),Bâtiments scolaires,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917313,,,,,"Dépréc. bât.sociaux,médico-sociaux (mad)",Bâtiments sociaux et médico-sociaux,Nature_Compte,,,,,,,,,,,M57-M57
29173131,0,,,,"Dépréc. bât.sociaux,médico-sociaux (mad)",Bâtiments sociaux et médico-sociaux,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173132,0,040,,,"Dépréc. bât.sociaux,médico-sociaux (mad)",Bâtiments sociaux et médico-sociaux,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917314,,,,,Dépréc. bât. culturels et sportifs (mad),Bâtiments culturels et sportifs,Nature_Compte,,,,,,,,,,,M57-M57
29173141,0,,,,Dépréc. bât. culturels et sportifs (mad),Bâtiments culturels et sportifs,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173142,0,040,,,Dépréc. bât. culturels et sportifs (mad),Bâtiments culturels et sportifs,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917318,,,,,Dépréc. autres bâtiments publics (mad),Autres bâtiments publics,Nature_Compte,,,,,,,,,,,M57-M57
29173181,0,,,,Dépréc. autres bâtiments publics (mad),Autres bâtiments publics,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173182,0,040,,,Dépréc. autres bâtiments publics (mad),Autres bâtiments publics,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291732,0,040,,,Dépréciat° Constructions (budgétaire),Constructions (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
2917321,,,,,Dépréciation immeubles de rapport (mad),Immeubles de rapport,Nature_Compte,,,,,,,,,,,M57-M57
29173211,0,,,,Dépréciation immeubles de rapport (mad),Immeubles de rapport,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173212,0,040,,,Dépréciation immeubles de rapport (mad),Immeubles de rapport,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917328,,,,,Dépréc. autres bâtiments privés (mad),Autres bâtiments privés,Nature_Compte,,,,,,,,,,,M57-M57
29173281,0,,,,Dépréc. autres bâtiments privés (mad),Autres bâtiments privés,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29173282,0,040,,,Dépréc. autres bâtiments privés (mad),Autres bâtiments privés,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291735,,,,,"Dépréc. install.,agenc.,aménag. constr.","Installations générales, agencements, aménagements des constructions",Nature_Compte,,,,,,,,,,,M57-M57
2917351,0,,,,"Dépréc. install.,agenc.,aménag. constr.","Installations générales, agencements, aménagements des constructions",Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917352,0,040,,,"Dépréc. install.,agenc.,aménag. constr.","Installations générales, agencements, aménagements des constructions",Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291738,,,,,Dépréciation autres constructions (mad),Autres constructions,Nature_Compte,,,,,,,,,,,M57-M57
2917381,0,,,,Dépréciation autres constructions (mad),Autres constructions,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917382,0,040,,,Dépréciation autres constructions (mad),Autres constructions,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29174,,,,,Dépréciation construct° sol d'autrui,Constructions sur sol d'autrui,Nature_Compte,,,,,,,,,,,M57-M57
291741,0,,,,Dépréciation construct° sol d'autrui(NB),Constructions sur sol d'autrui (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917411,0,,,,Dépréc.constr.sol autrui-Bât.publics,Constructions sur sol d'autrui - Bâtiments publics,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917412,0,040,,,Dépréc.constr.sol autrui-Bât.publics,Constructions sur sol d'autrui - Bâtiments publics,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291742,0,040,,,Dépréciation construct° sol d'autrui(B),Constructions sur sol d'autrui (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
2917421,0,,,,Dépréc.constr.sol autrui-Imm. de rapport,Constructions sur sol d'autrui - Immeubles de rapport,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917422,0,040,,,Dépréc.constr.sol autrui-Imm. de rapport,Constructions sur sol d'autrui - Immeubles de rapport,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291745,,,,,Dép.constr.sol autrui-Install.générales,"Constructions sur sol d'autrui - Installations générales, agencements, aménagements",Nature_Compte,,,,,,,,,,,M57-M57
2917451,0,,,,Dép.constr.sol autrui-Install.générales,"Constructions sur sol d'autrui - Installations générales, agencements, aménagements",Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917452,0,040,,,Dép.constr.sol autrui-Install.générales,"Constructions sur sol d'autrui - Installations générales, agencements, aménagements",Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291748,,,,,Dép.constr.sol autrui-Autres constr.,Constructions sur sol d'autrui - Autres constructions,Nature_Compte,,,,,,,,,,,M57-M57
2917481,0,,,,Dép.constr.sol autrui-Autres constr.,Constructions sur sol d'autrui - Autres constructions,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917482,0,040,,,Dép.constr.sol autrui-Autres constr.,Constructions sur sol d'autrui - Autres constructions,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
29175,,,,,"Dépréciat° Installat°, matériel tech","Installations, matériel et outillage techniques",Nature_Compte,,,,,,,,,,,M57-M57
291751,,,,,Dépréciation réseaux de voirie,Réseaux de voirie,Nature_Compte,,,,,,,,,,,M57-M57
2917511,0,,,,Dépréciat° réseaux de voirie(NB),Réseaux de voirie (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917512,0,040,,,Dépréciat° réseaux de voirie(B),Réseaux de voirie (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291752,,,,,Dépréciation installations de voirie,Installations de voirie,Nature_Compte,,,,,,,,,,,M57-M57
2917521,0,,,,Dépréciat° installations de voirie(NB),Installations de voirie (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917522,0,040,,,Dépréciat° installations de voirie(B),Installations de voirie (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
291753,,,,,Dépréciation réseaux divers,Réseaux divers,Nature_Compte,,,,,,,,,,,M57-M57
2917531,0,,,,Dépréciation réseaux divers (NB),Réseaux divers (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
2917532,0,040,,,Dépréciation réseaux divers (B),Réseaux divers (budgétaire),Nature_Compte,0,040,,,,,,,,,M57-M57
2917533,,,,,Dépréciation réseaux câblés,Réseaux câblés,Nature_Compte,,,,,,,,,,,M57-M57
29175331,0,,,,Dépréciation réseaux câblés,Réseaux câblés,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29175332,0,040,,,Dépréciation réseaux câblés,Réseaux câblés,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917534,,,,,Dépréciation réseaux d'électrification,Réseaux d'électrification,Nature_Compte,,,,,,,,,,,M57-M57
29175341,0,,,,Dépréciation réseaux d'électrification,Réseaux d'électrification,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29175342,0,040,,,Dépréciation réseaux d'électrification,Réseaux d'électrification,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
2917538,,,,,Dépréciation autres réseaux,Autres réseaux,Nature_Compte,,,,,,,,,,,M57-M57
29175381,0,,,,Dépréciation autres réseaux,Autres réseaux,Nature_Compte,0,,,,,,,1,2019-12-16T14:00:00,,M57-M57
29175382,0,040,,,Dépréciation autres réseaux,Autres réseaux,Nature_Compte,0,040,,,,,,1,2019-12-16T14:00:00,,M57-M57
291754,,,,,Dépréciation voies navigables,Voies navigables,Nature_Compte,,,,,,,,,,,M57-M57
2917541,0,,,,Dépréciation voies navigables (NB),Voies navigables (non budgétaire),Nature_Compte,0,,,,,,,,,,M57-M57
